Date,Open,High,Low,Close,Adj Close,Volume
2014-05-19,53976.000000,53991.000000,53267.000000,53353.000000,53353.000000,3089500
2014-05-20,53353.000000,53843.000000,52313.000000,52366.000000,52366.000000,3948600
2014-05-21,52366.000000,52875.000000,52203.000000,52203.000000,52203.000000,3248100
2014-05-22,52206.000000,52851.000000,52133.000000,52806.000000,52806.000000,2941400
2014-05-23,52807.000000,52936.000000,52403.000000,52626.000000,52626.000000,2462300
2014-05-26,52649.000000,53044.000000,52649.000000,52932.000000,52932.000000,1186800
2014-05-27,52932.000000,53309.000000,52079.000000,52172.000000,52172.000000,2894700
2014-05-28,52174.000000,52858.000000,52009.000000,52640.000000,52640.000000,2842500
2014-05-29,52649.000000,52889.000000,52031.000000,52239.000000,52239.000000,2394300
2014-05-30,52233.000000,52233.000000,51239.000000,51239.000000,51239.000000,4533200
2014-06-02,51239.000000,51879.000000,51239.000000,51606.000000,51606.000000,2597900
2014-06-03,51606.000000,52032.000000,51377.000000,52032.000000,52032.000000,2859400
2014-06-04,52032.000000,52032.000000,51609.000000,51833.000000,51833.000000,2571500
2014-06-05,51833.000000,52245.000000,51470.000000,51559.000000,51559.000000,2890000
2014-06-06,51562.000000,53175.000000,51562.000000,53129.000000,53129.000000,4298400
2014-06-09,53129.000000,54462.000000,53091.000000,54273.000000,54273.000000,3660000
2014-06-10,54273.000000,54604.000000,53960.000000,54604.000000,54604.000000,3729900
2014-06-11,54676.000000,55284.000000,54676.000000,55102.000000,55102.000000,3796000
2014-06-13,55102.000000,55104.000000,54649.000000,54807.000000,54807.000000,2664400
2014-06-16,54807.000000,54855.000000,54475.000000,54630.000000,54630.000000,2637400
2014-06-17,54630.000000,54638.000000,54150.000000,54300.000000,54300.000000,1588400
2014-06-18,54301.000000,55203.000000,54046.000000,55203.000000,55203.000000,3265400
2014-06-20,55192.000000,55192.000000,54540.000000,54638.000000,54638.000000,2347800
2014-06-23,54637.000000,54724.000000,54097.000000,54210.000000,54210.000000,1403100
2014-06-24,54194.000000,55002.000000,54094.000000,54281.000000,54281.000000,3121500
2014-06-25,54281.000000,54393.000000,53363.000000,53426.000000,53426.000000,2953100
2014-06-26,53426.000000,53790.000000,53331.000000,53506.000000,53506.000000,2241300
2014-06-27,53507.000000,53614.000000,52919.000000,53157.000000,53157.000000,2370800
2014-06-30,53158.000000,53311.000000,52709.000000,53168.000000,53168.000000,2448700
2014-07-01,53170.000000,53698.000000,52887.000000,53171.000000,53171.000000,2693300
2014-07-02,53171.000000,53245.000000,52735.000000,53029.000000,53029.000000,3156000
2014-07-03,53029.000000,53877.000000,52760.000000,53875.000000,53875.000000,3302900
2014-07-04,53892.000000,54086.000000,53703.000000,54055.000000,54055.000000,753800
2014-07-07,54042.000000,54042.000000,53376.000000,53802.000000,53802.000000,2194500
2014-07-08,53814.000000,53905.000000,53459.000000,53635.000000,53635.000000,1854600
2014-07-10,53643.000000,54600.000000,53643.000000,54593.000000,54593.000000,4720300
2014-07-11,54593.000000,54952.000000,54320.000000,54786.000000,54786.000000,3377200
2014-07-14,54786.000000,55896.000000,54786.000000,55744.000000,55744.000000,4170300
2014-07-15,55742.000000,56107.000000,55629.000000,55974.000000,55974.000000,3222300
2014-07-16,55973.000000,56332.000000,55573.000000,55717.000000,55717.000000,4094500
2014-07-17,55712.000000,56190.000000,55237.000000,55638.000000,55638.000000,3975700
2014-07-18,55639.000000,57484.000000,55639.000000,57013.000000,57013.000000,5296300
2014-07-21,57014.000000,57756.000000,56864.000000,57634.000000,57634.000000,3034800
2014-07-22,57636.000000,58138.000000,57500.000000,57983.000000,57983.000000,3010300
2014-07-23,57983.000000,57983.000000,57142.000000,57420.000000,57420.000000,2735100
2014-07-24,57420.000000,58122.000000,57357.000000,57978.000000,57978.000000,3040100
2014-07-25,57978.000000,58069.000000,57648.000000,57821.000000,57821.000000,2422200
2014-07-28,57823.000000,58040.000000,57415.000000,57696.000000,57696.000000,2366800
2014-07-29,57697.000000,58013.000000,57083.000000,57119.000000,57119.000000,2702100
2014-07-30,57119.000000,57439.000000,56706.000000,56878.000000,56878.000000,2446200
2014-07-31,56878.000000,56878.000000,55502.000000,55829.000000,55829.000000,3488600
2014-08-01,55827.000000,56059.000000,55267.000000,55903.000000,55903.000000,3229100
2014-08-04,55906.000000,56620.000000,55586.000000,56616.000000,56616.000000,2195100
2014-08-05,56621.000000,56937.000000,56064.000000,56202.000000,56202.000000,3752600
2014-08-06,56202.000000,56797.000000,55696.000000,56487.000000,56487.000000,4006200
2014-08-07,56487.000000,56923.000000,55985.000000,56188.000000,56188.000000,3049200
2014-08-08,56187.000000,56187.000000,55319.000000,55573.000000,55573.000000,3017300
2014-08-11,55578.000000,56657.000000,55578.000000,56613.000000,56613.000000,2672500
2014-08-12,56613.000000,56811.000000,56312.000000,56442.000000,56442.000000,2145000
2014-08-13,56454.000000,56736.000000,55239.000000,55581.000000,55581.000000,4810800
2014-08-14,55558.000000,55947.000000,55437.000000,55780.000000,55780.000000,3045400
2014-08-15,55783.000000,56965.000000,55783.000000,56964.000000,56964.000000,3437700
2014-08-18,56968.000000,57665.000000,56968.000000,57561.000000,57561.000000,3268300
2014-08-19,57561.000000,58475.000000,57371.000000,58449.000000,58449.000000,3485000
2014-08-20,58450.000000,59010.000000,58320.000000,58878.000000,58878.000000,3300100
2014-08-21,58878.000000,59207.000000,58558.000000,58992.000000,58992.000000,3322000
2014-08-22,58992.000000,58992.000000,58164.000000,58407.000000,58407.000000,2327300
2014-08-25,58408.000000,59743.000000,58408.000000,59735.000000,59735.000000,2875600
2014-08-26,59735.000000,60093.000000,59522.000000,59821.000000,59821.000000,4014100
2014-08-27,59822.000000,61247.000000,59822.000000,60951.000000,60951.000000,5389100
2014-08-28,60945.000000,60980.000000,60189.000000,60291.000000,60291.000000,4462600
2014-08-29,60291.000000,61442.000000,60272.000000,61288.000000,61288.000000,4942400
2014-09-01,61294.000000,62279.000000,61141.000000,61141.000000,61141.000000,2769100
2014-09-02,61142.000000,62231.000000,60930.000000,61896.000000,61896.000000,3995800
2014-09-03,61900.000000,62305.000000,61199.000000,61837.000000,61837.000000,4164300
2014-09-04,61836.000000,61836.000000,60739.000000,60800.000000,60800.000000,4010700
2014-09-05,60800.000000,61029.000000,60243.000000,60681.000000,60681.000000,3808600
2014-09-08,60708.000000,61513.000000,59191.000000,59193.000000,59193.000000,4386000
2014-09-09,59158.000000,59485.000000,58306.000000,58676.000000,58676.000000,4461200
2014-09-10,58675.000000,58675.000000,57450.000000,58199.000000,58199.000000,3805800
2014-09-11,58202.000000,58809.000000,58112.000000,58337.000000,58337.000000,2893100
2014-09-12,58336.000000,58336.000000,56666.000000,56928.000000,56928.000000,4620200
2014-09-15,56930.000000,57949.000000,56852.000000,57949.000000,57949.000000,2902300
2014-09-16,57949.000000,60243.000000,57946.000000,59115.000000,59115.000000,4876300
2014-09-17,59115.000000,60025.000000,59096.000000,59108.000000,59108.000000,3525800
2014-09-18,59108.000000,59267.000000,58118.000000,58374.000000,58374.000000,3848200
2014-09-19,58356.000000,58516.000000,57514.000000,57789.000000,57789.000000,3464700
2014-09-22,57788.000000,57788.000000,55974.000000,56818.000000,56818.000000,3814900
2014-09-23,56818.000000,57332.000000,56086.000000,56541.000000,56541.000000,3317200
2014-09-24,56539.000000,57131.000000,55934.000000,56824.000000,56824.000000,2848300
2014-09-25,56822.000000,56822.000000,55876.000000,55962.000000,55962.000000,2845400
2014-09-26,55965.000000,57489.000000,55946.000000,57212.000000,57212.000000,2982200
2014-09-29,57211.000000,57211.000000,54124.000000,54625.000000,54625.000000,5186400
2014-09-30,54626.000000,54626.000000,53536.000000,54116.000000,54116.000000,5222300
2014-10-01,54115.000000,54115.000000,52647.000000,52858.000000,52858.000000,4918800
2014-10-02,52859.000000,54022.000000,52480.000000,53519.000000,53519.000000,3986300
2014-10-03,53519.000000,54540.000000,53368.000000,54540.000000,54540.000000,3708600
2014-10-06,54542.000000,58897.000000,54542.000000,57116.000000,57116.000000,6714000
2014-10-07,57124.000000,58318.000000,57124.000000,57436.000000,57436.000000,4874100
2014-10-08,57440.000000,58191.000000,56199.000000,57058.000000,57058.000000,4807200
2014-10-09,57079.000000,58246.000000,57077.000000,57268.000000,57268.000000,4503200
2014-10-10,57266.000000,57266.000000,55312.000000,55312.000000,55312.000000,3635700
2014-10-13,55313.000000,58747.000000,55313.000000,57957.000000,57957.000000,4544400
2014-10-14,57945.000000,58856.000000,57258.000000,58015.000000,58015.000000,3904700
2014-10-15,58012.000000,58012.000000,54919.000000,56135.000000,56135.000000,5671200
2014-10-16,56124.000000,56124.000000,54132.000000,54298.000000,54298.000000,5427800
2014-10-17,54298.000000,55949.000000,54298.000000,55724.000000,55724.000000,4406300
2014-10-20,55720.000000,55720.000000,54300.000000,54303.000000,54303.000000,3868300
2014-10-21,54300.000000,54300.000000,51922.000000,52432.000000,52432.000000,6578000
2014-10-22,52427.000000,53229.000000,52064.000000,52411.000000,52411.000000,3755400
2014-10-23,52409.000000,52409.000000,50654.000000,50713.000000,50713.000000,6346100
2014-10-24,50687.000000,53146.000000,50596.000000,51941.000000,51941.000000,5852100
2014-10-27,51937.000000,51937.000000,48722.000000,50504.000000,50504.000000,7999300
2014-10-28,50504.000000,52374.000000,50503.000000,52330.000000,52330.000000,5761300
2014-10-29,52330.000000,52330.000000,51049.000000,51049.000000,51049.000000,4915300
2014-10-30,51049.000000,52574.000000,51049.000000,52337.000000,52337.000000,4299700
2014-10-31,52338.000000,54629.000000,52335.000000,54629.000000,54629.000000,5348200
2014-11-03,54629.000000,54629.000000,53054.000000,53947.000000,53947.000000,3665200
2014-11-04,53947.000000,54384.000000,53432.000000,54384.000000,54384.000000,3529800
2014-11-05,54384.000000,54384.000000,53589.000000,53698.000000,53698.000000,2901600
2014-11-06,53697.000000,53697.000000,52418.000000,52637.000000,52637.000000,3692500
2014-11-07,52637.000000,53483.000000,52197.000000,53223.000000,53223.000000,3592600
2014-11-10,53223.000000,53830.000000,52716.000000,52725.000000,52725.000000,2973700
2014-11-11,52718.000000,52718.000000,52003.000000,52474.000000,52474.000000,2678500
2014-11-12,52473.000000,53435.000000,52187.000000,52979.000000,52979.000000,3198600
2014-11-13,52979.000000,53323.000000,51846.000000,51846.000000,51846.000000,3032900
2014-11-14,51834.000000,51900.000000,50886.000000,51772.000000,51772.000000,3789300
2014-11-17,51772.000000,52223.000000,51047.000000,51257.000000,51257.000000,2824600
2014-11-18,51257.000000,52122.000000,51067.000000,52062.000000,52062.000000,3639700
2014-11-19,52062.000000,53403.000000,52032.000000,53403.000000,53403.000000,4251300
2014-11-21,53403.000000,56214.000000,53403.000000,56084.000000,56084.000000,6026200
2014-11-24,56086.000000,57359.000000,55292.000000,55407.000000,55407.000000,4588700
2014-11-25,55410.000000,56387.000000,55204.000000,55561.000000,55561.000000,5033200
2014-11-26,55561.000000,56100.000000,54977.000000,55098.000000,55098.000000,3033300
2014-11-27,55099.000000,56065.000000,54592.000000,54721.000000,54721.000000,2292700
2014-11-28,54731.000000,55436.000000,54664.000000,54664.000000,54664.000000,2637700
2014-12-01,54719.000000,54719.000000,52156.000000,52276.000000,52276.000000,4312800
2014-12-02,52277.000000,52639.000000,51471.000000,51612.000000,51612.000000,3296400
2014-12-03,51610.000000,52470.000000,51610.000000,52320.000000,52320.000000,2724600
2014-12-04,52320.000000,52539.000000,51074.000000,51427.000000,51427.000000,2913300
2014-12-05,51427.000000,52023.000000,51163.000000,51992.000000,51992.000000,2530100
2014-12-08,51992.000000,51992.000000,50015.000000,50274.000000,50274.000000,3302600
2014-12-09,50250.000000,50260.000000,49395.000000,50193.000000,50193.000000,3852900
2014-12-10,50192.000000,50192.000000,49297.000000,49548.000000,49548.000000,3168900
2014-12-11,49548.000000,49946.000000,48808.000000,49861.000000,49861.000000,3828900
2014-12-12,49861.000000,49861.000000,47973.000000,48002.000000,48002.000000,3756700
2014-12-15,48002.000000,48401.000000,46410.000000,47019.000000,47019.000000,4685700
2014-12-16,47016.000000,47595.000000,45853.000000,47008.000000,47008.000000,5339900
2014-12-17,47008.000000,49258.000000,47008.000000,48714.000000,48714.000000,6209500
2014-12-18,48714.000000,49565.000000,48296.000000,48496.000000,48496.000000,4240500
2014-12-19,48492.000000,49658.000000,48435.000000,49651.000000,49651.000000,3620400
2014-12-22,49651.000000,50121.000000,49105.000000,50121.000000,50121.000000,2675200
2014-12-23,50121.000000,50890.000000,49815.000000,50890.000000,50890.000000,2668300
2014-12-26,50891.000000,50973.000000,49914.000000,50145.000000,50145.000000,1911100
2014-12-29,50145.000000,50903.000000,50008.000000,50594.000000,50594.000000,1852500
2014-12-30,50601.000000,50841.000000,49993.000000,50007.000000,50007.000000,2925300
2015-01-02,50005.000000,50005.000000,48345.000000,48512.000000,48512.000000,2882100
2015-01-05,48512.000000,48512.000000,47264.000000,47517.000000,47517.000000,3866100
2015-01-06,47517.000000,48061.000000,47338.000000,48001.000000,48001.000000,4559300
2015-01-07,48006.000000,49882.000000,48006.000000,49463.000000,49463.000000,4408800
2015-01-08,49463.000000,50261.000000,49017.000000,49943.000000,49943.000000,3621900
2015-01-09,49955.000000,49955.000000,48501.000000,48840.000000,48840.000000,2999200
2015-01-12,48840.000000,48840.000000,47956.000000,48140.000000,48140.000000,3246100
2015-01-13,48144.000000,48939.000000,48042.000000,48042.000000,48042.000000,3881600
2015-01-14,48038.000000,48281.000000,47372.000000,47646.000000,47646.000000,3697200
2015-01-15,47648.000000,48853.000000,47648.000000,48026.000000,48026.000000,4463600
2015-01-16,48028.000000,49264.000000,48028.000000,49017.000000,49017.000000,3344900
2015-01-19,49009.000000,49009.000000,47503.000000,47758.000000,47758.000000,2096000
2015-01-20,47759.000000,48687.000000,47619.000000,47877.000000,47877.000000,2899100
2015-01-21,47888.000000,49329.000000,47888.000000,49224.000000,49224.000000,3561400
2015-01-22,49227.000000,50281.000000,49227.000000,49443.000000,49443.000000,4952300
2015-01-23,49432.000000,49523.000000,48496.000000,48775.000000,48775.000000,3081600
2015-01-26,48712.000000,48712.000000,48004.000000,48577.000000,48577.000000,2774200
2015-01-27,48577.000000,48864.000000,47352.000000,48591.000000,48591.000000,3890900
2015-01-28,48589.000000,48589.000000,47550.000000,47695.000000,47695.000000,4241400
2015-01-29,47696.000000,47894.000000,47007.000000,47762.000000,47762.000000,4405500
2015-01-30,47759.000000,47759.000000,46484.000000,46908.000000,46908.000000,4846600
2015-02-02,46933.000000,47684.000000,46760.000000,47651.000000,47651.000000,3247800
2015-02-03,47664.000000,48993.000000,47664.000000,48964.000000,48964.000000,4819800
2015-02-04,48965.000000,49718.000000,48214.000000,49301.000000,49301.000000,4811300
2015-02-05,49299.000000,49816.000000,49020.000000,49234.000000,49234.000000,4004000
2015-02-06,49231.000000,49231.000000,48209.000000,48792.000000,48792.000000,4591400
2015-02-09,48792.000000,49522.000000,48416.000000,49383.000000,49383.000000,3658900
2015-02-10,49359.000000,49799.000000,48510.000000,48510.000000,48510.000000,3796000
2015-02-11,48508.000000,48762.000000,47841.000000,48240.000000,48240.000000,4307600
2015-02-12,48240.000000,49690.000000,48240.000000,49533.000000,49533.000000,3828500
2015-02-13,49546.000000,50726.000000,49476.000000,50636.000000,50636.000000,3888100
2015-02-18,50639.000000,51868.000000,50639.000000,51280.000000,51280.000000,2940700
2015-02-19,51281.000000,51638.000000,50870.000000,51294.000000,51294.000000,2485100
2015-02-20,51301.000000,51450.000000,50711.000000,51238.000000,51238.000000,2208700
2015-02-23,51238.000000,51690.000000,50861.000000,51281.000000,51281.000000,2824500
2015-02-24,51288.000000,51956.000000,51049.000000,51874.000000,51874.000000,3004200
2015-02-25,51863.000000,51863.000000,51051.000000,51811.000000,51811.000000,3477200
2015-02-26,51812.000000,51922.000000,51181.000000,51761.000000,51761.000000,3239000
2015-02-27,51760.000000,52457.000000,51474.000000,51583.000000,51583.000000,4177300
2015-03-02,51580.000000,51580.000000,50775.000000,51021.000000,51021.000000,2793700
2015-03-03,51021.000000,51432.000000,50995.000000,51304.000000,51304.000000,2746200
2015-03-04,51303.000000,51303.000000,50399.000000,50468.000000,50468.000000,3654700
2015-03-05,50472.000000,50734.000000,50114.000000,50365.000000,50365.000000,2732500
2015-03-06,50355.000000,50401.000000,49779.000000,49981.000000,49981.000000,2787800
2015-03-09,49978.000000,49978.000000,48952.000000,49181.000000,49181.000000,3299100
2015-03-10,49177.000000,49177.000000,48293.000000,48293.000000,48293.000000,4434300
2015-03-11,48309.000000,48937.000000,48309.000000,48906.000000,48906.000000,3839700
2015-03-12,48908.000000,49633.000000,48684.000000,48880.000000,48880.000000,3833200
2015-03-13,48858.000000,48858.000000,47905.000000,48596.000000,48596.000000,4475600
2015-03-16,48602.000000,49205.000000,48394.000000,48848.000000,48848.000000,3155400
2015-03-17,48849.000000,50384.000000,48841.000000,50285.000000,50285.000000,4013900
2015-03-18,50284.000000,51773.000000,49788.000000,51526.000000,51526.000000,4458900
2015-03-19,51530.000000,51547.000000,50791.000000,50954.000000,50954.000000,3263600
2015-03-20,50964.000000,52286.000000,50964.000000,51967.000000,51967.000000,4916800
2015-03-23,51970.000000,52178.000000,51516.000000,51908.000000,51908.000000,3397500
2015-03-24,51908.000000,52223.000000,51006.000000,51506.000000,51506.000000,3436500
2015-03-25,51507.000000,52319.000000,51507.000000,51858.000000,51858.000000,4774600
2015-03-26,51835.000000,51835.000000,50528.000000,50580.000000,50580.000000,3638500
2015-03-27,50575.000000,50575.000000,49909.000000,50095.000000,50095.000000,3927700
2015-03-30,50100.000000,51265.000000,50100.000000,51243.000000,51243.000000,2798500
2015-03-31,51243.000000,51466.000000,50612.000000,51150.000000,51150.000000,3511300
2015-04-01,51186.000000,52613.000000,51186.000000,52322.000000,52322.000000,4411500
2015-04-02,52322.000000,53312.000000,52322.000000,53123.000000,53123.000000,4266500
2015-04-06,53124.000000,54146.000000,53122.000000,53737.000000,53737.000000,3322100
2015-04-07,53738.000000,54002.000000,53436.000000,53729.000000,53729.000000,3487100
2015-04-08,53732.000000,54458.000000,53508.000000,53661.000000,53661.000000,4780400
2015-04-09,53638.000000,54002.000000,53292.000000,53803.000000,53803.000000,4338300
2015-04-10,53803.000000,54413.000000,53556.000000,54214.000000,54214.000000,3683000
2015-04-13,54214.000000,54866.000000,54004.000000,54240.000000,54240.000000,3660300
2015-04-14,54240.000000,54625.000000,53773.000000,53982.000000,53982.000000,3747100
2015-04-15,54037.000000,54960.000000,54037.000000,54919.000000,54919.000000,4069600
2015-04-16,54919.000000,54919.000000,54316.000000,54674.000000,54674.000000,4133000
2015-04-17,54672.000000,54672.000000,53896.000000,53955.000000,53955.000000,3537200
2015-04-20,53965.000000,54385.000000,53510.000000,53761.000000,53761.000000,2688000
2015-04-22,53762.000000,54848.000000,53762.000000,54617.000000,54617.000000,3700600
2015-04-23,54616.000000,55782.000000,54064.000000,55685.000000,55685.000000,5535100
2015-04-24,55687.000000,56965.000000,55687.000000,56594.000000,56594.000000,4982000
2015-04-27,56554.000000,56962.000000,55515.000000,55535.000000,55535.000000,3854300
2015-04-28,55549.000000,56018.000000,54973.000000,55812.000000,55812.000000,4082600
2015-04-29,55809.000000,55809.000000,55067.000000,55325.000000,55325.000000,3888400
2015-04-30,55312.000000,56229.000000,55080.000000,56229.000000,56229.000000,4947500
2015-05-04,56230.000000,57520.000000,56230.000000,57354.000000,57354.000000,3492600
2015-05-05,57350.000000,58147.000000,57096.000000,58052.000000,58052.000000,3903800
2015-05-06,58050.000000,58575.000000,56820.000000,57103.000000,57103.000000,4598400
2015-05-07,57103.000000,57290.000000,56507.000000,56921.000000,56921.000000,3065100
2015-05-08,56965.000000,57621.000000,56595.000000,57149.000000,57149.000000,3410900
2015-05-11,57166.000000,57490.000000,57013.000000,57197.000000,57197.000000,2966300
2015-05-12,57193.000000,57424.000000,56753.000000,56792.000000,56792.000000,3087600
2015-05-13,56790.000000,56900.000000,56199.000000,56372.000000,56372.000000,3071700
2015-05-14,56376.000000,56921.000000,56105.000000,56657.000000,56657.000000,3209800
2015-05-15,56656.000000,57288.000000,56422.000000,57249.000000,57249.000000,2894400
2015-05-18,57250.000000,57606.000000,55926.000000,56204.000000,56204.000000,3778400
2015-05-19,56204.000000,56212.000000,55027.000000,55499.000000,55499.000000,3223000
2015-05-20,55497.000000,55645.000000,54820.000000,54901.000000,54901.000000,3278700
2015-05-21,54900.000000,55112.000000,54526.000000,55112.000000,55112.000000,3303700
2015-05-22,55112.000000,55223.000000,54038.000000,54377.000000,54377.000000,3689100
2015-05-25,54378.000000,54868.000000,53972.000000,54609.000000,54609.000000,1604600
2015-05-26,54609.000000,54609.000000,53548.000000,53630.000000,53630.000000,3324200
2015-05-27,53631.000000,54293.000000,53136.000000,54236.000000,54236.000000,3475600
2015-05-28,54230.000000,54230.000000,53363.000000,53976.000000,53976.000000,2914500
2015-05-29,53974.000000,53974.000000,52760.000000,52760.000000,52760.000000,5553300
2015-06-01,52753.000000,53233.000000,52666.000000,53031.000000,53031.000000,2675400
2015-06-02,53035.000000,54236.000000,53035.000000,54236.000000,54236.000000,3476000
2015-06-03,54254.000000,54254.000000,53462.000000,53523.000000,53523.000000,3317500
2015-06-05,53518.000000,53518.000000,52808.000000,52973.000000,52973.000000,2729100
2015-06-08,52975.000000,53325.000000,52810.000000,52810.000000,52810.000000,2582500
2015-06-09,52810.000000,53292.000000,52688.000000,52816.000000,52816.000000,3678000
2015-06-10,52817.000000,54102.000000,52817.000000,53876.000000,53876.000000,3587500
2015-06-11,53876.000000,54271.000000,53444.000000,53689.000000,53689.000000,3093500
2015-06-12,53689.000000,53689.000000,53033.000000,53348.000000,53348.000000,2379500
2015-06-15,53338.000000,53338.000000,52548.000000,53138.000000,53138.000000,2607700
2015-06-16,53144.000000,53969.000000,53107.000000,53702.000000,53702.000000,3280300
2015-06-17,53698.000000,53755.000000,52965.000000,53249.000000,53249.000000,2993200
2015-06-18,53251.000000,54352.000000,53214.000000,54239.000000,54239.000000,2665000
2015-06-19,54236.000000,54236.000000,53479.000000,53749.000000,53749.000000,2948200
2015-06-22,53750.000000,54342.000000,53655.000000,53864.000000,53864.000000,2354400
2015-06-23,53865.000000,54361.000000,53772.000000,53772.000000,53772.000000,2625300
2015-06-24,53772.000000,54236.000000,53628.000000,53843.000000,53843.000000,2731100
2015-06-25,53840.000000,53840.000000,52879.000000,53176.000000,53176.000000,3234900
2015-06-26,53181.000000,54076.000000,53151.000000,54017.000000,54017.000000,2705400
2015-06-29,54013.000000,54013.000000,52647.000000,53014.000000,53014.000000,2550600
2015-06-30,53014.000000,53345.000000,52813.000000,53081.000000,53081.000000,3021100
2015-07-01,53081.000000,53456.000000,52603.000000,52758.000000,52758.000000,2714000
2015-07-02,52758.000000,53357.000000,52758.000000,53106.000000,53106.000000,2998100
2015-07-03,53106.000000,53106.000000,52370.000000,52519.000000,52519.000000,1498600
2015-07-06,52511.000000,52679.000000,51683.000000,52149.000000,52149.000000,2573500
2015-07-07,52149.000000,52388.000000,51130.000000,52344.000000,52344.000000,3538900
2015-07-08,52343.000000,52468.000000,51574.000000,51782.000000,51782.000000,2880300
2015-07-10,51782.000000,52786.000000,51782.000000,52591.000000,52591.000000,2678700
2015-07-13,52591.000000,53164.000000,52591.000000,53119.000000,53119.000000,2606900
2015-07-14,53119.000000,53416.000000,52653.000000,53239.000000,53239.000000,2740900
2015-07-15,53239.000000,53334.000000,52790.000000,52902.000000,52902.000000,2533600
2015-07-16,52902.000000,53417.000000,52714.000000,53070.000000,53070.000000,2075700
2015-07-17,53070.000000,53310.000000,52221.000000,52342.000000,52342.000000,2440800
2015-07-20,52341.000000,52424.000000,51525.000000,51600.000000,51600.000000,2635000
2015-07-21,51603.000000,51998.000000,51244.000000,51474.000000,51474.000000,2942600
2015-07-22,51474.000000,51474.000000,50592.000000,50916.000000,50916.000000,3123300
2015-07-23,50916.000000,51063.000000,49668.000000,49807.000000,49807.000000,4181500
2015-07-24,49804.000000,49831.000000,48624.000000,49246.000000,49246.000000,3632500
2015-07-27,49246.000000,49298.000000,48640.000000,48736.000000,48736.000000,3489100
2015-07-28,48740.000000,49871.000000,48740.000000,49602.000000,49602.000000,4137600
2015-07-29,49602.000000,50333.000000,49422.000000,50245.000000,50245.000000,3746800
2015-07-30,50245.000000,50645.000000,49612.000000,49897.000000,49897.000000,3261200
2015-07-31,49897.000000,50895.000000,49892.000000,50865.000000,50865.000000,3142200
2015-08-03,50867.000000,50867.000000,50054.000000,50138.000000,50138.000000,2613200
2015-08-04,50138.000000,50574.000000,49827.000000,50058.000000,50058.000000,2670400
2015-08-05,50067.000000,50853.000000,50067.000000,50287.000000,50287.000000,2662100
2015-08-06,50280.000000,50534.000000,49624.000000,50011.000000,50011.000000,3640800
2015-08-07,50013.000000,50013.000000,48512.000000,48577.000000,48577.000000,3218400
2015-08-10,48578.000000,49512.000000,48578.000000,49353.000000,49353.000000,2842100
2015-08-11,49340.000000,49340.000000,48306.000000,49072.000000,49072.000000,3288000
2015-08-12,49064.000000,49064.000000,48028.000000,48388.000000,48388.000000,4234500
2015-08-13,48390.000000,48606.000000,47722.000000,48010.000000,48010.000000,3186500
2015-08-14,48010.000000,48186.000000,47508.000000,47508.000000,47508.000000,2878900
2015-08-17,47509.000000,47788.000000,47217.000000,47217.000000,47217.000000,2411800
2015-08-18,47220.000000,48084.000000,46676.000000,47451.000000,47451.000000,3544600
2015-08-19,47451.000000,47451.000000,45977.000000,46588.000000,46588.000000,3236800
2015-08-20,46588.000000,46781.000000,46030.000000,46649.000000,46649.000000,2945700
2015-08-21,46649.000000,46649.000000,45677.000000,45720.000000,45720.000000,2869600
